customer_id,segment,contract_type,sales_channel,region,product_tier,tenure_months,monthly_revenue_gbp,support_tickets_90d,usage_index,nps_score,payment_failures_90d,discount_pct,days_since_last_login,churned,annual_revenue_gbp,risk_score,risk_band,revenue_at_risk_gbp,retention_priority
CUST-00813,Consumer,12 Month,Direct Sales,UK,Basic,51,35.12,1,0.729,-97,0,4.3,43,0,421.44,3,Medium,140.48,P3
CUST-00814,Consumer,24 Month,Retail,UK,Basic,10,34.11,3,0.187,54,0,9.1,42,0,409.32,5,High,227.4,P3
CUST-00815,Mid-Market,24 Month,Partner,UK,Standard,60,65.77,2,0.767,40,1,9.1,11,0,789.24,2,Low,175.39,P4
CUST-00816,Consumer,Month-to-Month,Online,India,Premium,34,95.22,2,0.518,40,0,9.1,59,0,1142.64,3,Medium,380.88,P3
CUST-00817,Enterprise,Month-to-Month,Online,India,Standard,71,41.49,1,0.534,92,1,5.8,53,0,497.88,5,High,276.6,P3
CUST-00818,Consumer,Month-to-Month,Partner,UAE,Basic,56,44.99,3,0.652,50,0,12.1,3,0,539.88,2,Low,119.97,P4
CUST-00819,Consumer,Month-to-Month,Online,UK,Standard,27,55.0,1,0.279,16,0,10.6,45,0,660.0,5,High,366.67,P3
CUST-00820,Consumer,12 Month,Partner,UK,Standard,27,70.18,3,0.732,19,0,13.7,17,0,842.16,1,Low,93.57,P4
CUST-00821,Mid-Market,12 Month,Direct Sales,UK,Basic,40,15.23,2,0.024,3,1,5.3,30,1,182.76,4,Medium,0.0,P3
CUST-00822,Mid-Market,12 Month,Direct Sales,UK,Standard,55,130.66,3,0.402,-12,0,0.1,35,0,1567.92,4,Medium,696.85,P2
CUST-00823,Consumer,24 Month,Direct Sales,US,Standard,27,116.39,2,0.463,66,0,13.2,7,0,1396.68,0,Low,0.0,P4
CUST-00824,Consumer,Month-to-Month,Online,UK,Premium,50,43.2,3,0.285,10,0,2.5,3,0,518.4,4,Medium,230.4,P3
CUST-00825,Consumer,Month-to-Month,Retail,UK,Premium,37,37.38,1,0.258,-46,0,18.5,55,0,448.56,6,High,299.04,P3
CUST-00826,SMB,Month-to-Month,Online,US,Standard,16,44.68,1,0.861,5,0,0.9,4,0,536.16,1,Low,59.57,P4
CUST-00827,SMB,12 Month,Retail,India,Premium,7,72.5,3,0.968,34,1,2.0,15,0,870.0,3,Medium,290.0,P3
CUST-00828,Consumer,12 Month,Retail,UK,Basic,12,73.85,4,0.536,61,0,13.4,38,0,886.2,3,Medium,295.4,P3
CUST-00829,SMB,24 Month,Online,US,Standard,29,110.14,5,0.388,-84,1,2.5,24,0,1321.68,4,Medium,587.41,P2
CUST-00830,Enterprise,12 Month,Direct Sales,Germany,Premium,30,107.45,0,0.668,-93,0,0.8,2,0,1289.4,1,Low,143.27,P4
CUST-00831,SMB,Month-to-Month,Online,India,Standard,47,29.28,2,0.693,96,1,8.4,18,0,351.36,3,Medium,117.12,P3
CUST-00832,Enterprise,Month-to-Month,Retail,India,Premium,22,65.05,0,0.75,10,1,6.4,39,0,780.6,5,High,433.67,P3
CUST-00833,SMB,24 Month,Direct Sales,UK,Basic,52,40.27,2,0.542,14,1,18.0,37,0,483.24,4,Medium,214.77,P3
CUST-00834,Mid-Market,24 Month,Partner,India,Basic,53,22.13,3,0.564,72,0,1.7,42,0,265.56,3,Medium,88.52,P3
CUST-00835,Consumer,Month-to-Month,Partner,UK,Basic,41,57.48,1,0.463,97,0,3.3,53,1,689.76,3,Medium,0.0,P3
CUST-00836,Consumer,12 Month,Direct Sales,UK,Standard,34,41.17,2,0.791,36,0,11.1,46,0,494.04,2,Low,109.79,P4
CUST-00837,SMB,24 Month,Direct Sales,UK,Basic,25,49.89,2,0.827,-99,1,3.7,27,0,598.68,3,Medium,199.56,P3
CUST-00838,Consumer,Month-to-Month,Retail,UK,Standard,41,131.92,4,0.457,30,0,15.9,38,0,1583.04,4,Medium,703.57,P2
CUST-00839,SMB,Month-to-Month,Retail,India,Standard,46,34.13,5,0.896,72,0,15.7,51,0,409.56,4,Medium,182.03,P3
CUST-00840,Mid-Market,12 Month,Retail,UK,Premium,18,199.44,1,0.194,-14,0,10.5,53,0,2393.28,5,High,1329.6,P2
CUST-00841,Mid-Market,Month-to-Month,Direct Sales,UK,Standard,18,48.33,0,0.728,36,0,7.5,15,0,579.96,1,Low,64.44,P4
CUST-00842,Consumer,12 Month,Online,Germany,Premium,49,34.55,2,0.595,6,1,5.8,25,0,414.6,2,Low,92.13,P4
CUST-00843,SMB,12 Month,Direct Sales,India,Enterprise,48,67.6,1,0.737,52,1,7.7,33,0,811.2,4,Medium,360.53,P3
CUST-00844,SMB,12 Month,Direct Sales,US,Standard,59,28.5,4,0.458,-2,1,5.3,27,1,342.0,4,Medium,0.0,P3
CUST-00845,Mid-Market,24 Month,Direct Sales,UK,Basic,5,97.16,4,0.719,26,0,7.1,0,0,1165.92,1,Low,129.55,P4
CUST-00846,Consumer,12 Month,Online,India,Standard,9,75.85,3,0.389,9,0,5.1,60,0,910.2,3,Medium,303.4,P3
CUST-00847,Mid-Market,Month-to-Month,Online,US,Basic,42,31.13,1,0.219,-84,0,8.3,30,1,373.56,4,Medium,0.0,P3
CUST-00848,Consumer,12 Month,Direct Sales,India,Basic,10,47.75,3,0.479,-98,1,5.1,45,1,573.0,6,High,0.0,P3
CUST-00849,SMB,Month-to-Month,Online,UK,Enterprise,20,53.2,0,0.363,12,0,6.6,41,1,638.4,3,Medium,0.0,P3
CUST-00850,Consumer,24 Month,Direct Sales,India,Basic,32,61.92,1,0.661,46,0,3.9,0,0,743.04,0,Low,0.0,P4
CUST-00851,Mid-Market,12 Month,Direct Sales,UAE,Premium,57,60.61,2,0.154,41,2,16.4,49,0,727.32,6,High,484.88,P3
CUST-00852,Mid-Market,12 Month,Direct Sales,UAE,Basic,21,41.6,1,0.697,-77,0,9.4,25,0,499.2,1,Low,55.47,P4
CUST-00853,SMB,Month-to-Month,Partner,Germany,Basic,60,87.04,3,0.395,-41,0,6.8,40,0,1044.48,5,High,580.27,P2
CUST-00854,Mid-Market,Month-to-Month,Online,UK,Premium,29,28.59,2,0.349,-82,0,1.1,22,0,343.08,4,Medium,152.48,P3
CUST-00855,SMB,Month-to-Month,Online,UK,Premium,26,40.34,3,0.596,18,0,17.1,47,0,484.08,4,Medium,215.15,P3
CUST-00856,Consumer,Month-to-Month,Partner,UK,Premium,48,35.4,2,0.679,38,0,6.9,22,0,424.8,1,Low,47.2,P4
CUST-00857,Consumer,12 Month,Direct Sales,UK,Basic,53,44.41,4,0.087,19,0,6.9,21,0,532.92,3,Medium,177.64,P3
CUST-00858,Consumer,Month-to-Month,Online,UAE,Enterprise,45,84.33,2,0.383,-86,0,10.1,19,0,1011.96,2,Low,224.88,P4
CUST-00859,Mid-Market,Month-to-Month,Direct Sales,India,Enterprise,41,49.11,2,0.098,21,0,11.2,21,0,589.32,3,Medium,196.44,P3
CUST-00860,Enterprise,24 Month,Direct Sales,UAE,Standard,29,59.88,2,0.838,-29,0,13.9,35,0,718.56,3,Medium,239.52,P3
CUST-00861,SMB,24 Month,Direct Sales,India,Standard,25,267.06,0,0.37,12,0,9.6,27,0,3204.72,0,Low,0.0,P4
CUST-00862,Enterprise,24 Month,Online,India,Standard,48,38.1,3,0.356,-59,2,6.6,5,1,457.2,4,Medium,0.0,P3
CUST-00863,Consumer,Month-to-Month,Online,US,Standard,29,91.64,2,0.49,8,0,11.6,40,0,1099.68,3,Medium,366.56,P3
CUST-00864,Enterprise,Month-to-Month,Partner,India,Basic,49,230.7,2,0.866,66,0,12.2,50,0,2768.4,3,Medium,922.8,P3
CUST-00865,SMB,24 Month,Retail,UK,Standard,67,74.74,0,0.721,30,2,12.2,59,0,896.88,4,Medium,398.61,P3
CUST-00866,SMB,12 Month,Direct Sales,UK,Standard,4,46.19,4,0.228,-29,0,15.5,35,0,554.28,6,High,369.52,P3
CUST-00867,Enterprise,Month-to-Month,Direct Sales,UK,Enterprise,41,24.69,2,0.782,38,0,5.7,40,0,296.28,3,Medium,98.76,P3
CUST-00868,SMB,24 Month,Online,India,Basic,19,39.08,2,0.317,67,0,14.0,19,0,468.96,2,Low,104.21,P4
CUST-00869,SMB,12 Month,Direct Sales,UK,Premium,62,42.31,1,0.636,47,0,9.6,5,0,507.72,0,Low,0.0,P4
CUST-00870,Mid-Market,12 Month,Retail,UK,Enterprise,65,30.08,1,0.254,-26,0,1.1,8,0,360.96,3,Medium,120.32,P3
CUST-00871,SMB,Month-to-Month,Direct Sales,US,Basic,35,101.89,1,0.701,38,0,15.3,3,0,1222.68,1,Low,135.85,P4
CUST-00872,SMB,Month-to-Month,Direct Sales,US,Premium,10,85.99,4,0.7,-92,0,1.4,21,0,1031.88,3,Medium,343.96,P3
CUST-00873,SMB,12 Month,Online,US,Standard,28,59.87,1,0.344,-17,0,4.7,49,0,718.44,5,High,399.13,P3
CUST-00874,Consumer,24 Month,Retail,Germany,Standard,5,28.04,1,0.375,62,0,6.4,5,0,336.48,0,Low,0.0,P4
CUST-00875,Consumer,24 Month,Retail,Germany,Enterprise,33,63.53,3,0.638,-69,3,1.5,37,0,762.36,6,High,508.24,P3
CUST-00876,Enterprise,Month-to-Month,Online,India,Standard,54,87.91,2,0.667,94,2,6.6,53,1,1054.92,5,High,0.0,P2
CUST-00877,SMB,12 Month,Retail,US,Basic,59,37.34,3,0.855,-40,0,17.8,15,0,448.08,2,Low,99.57,P4
CUST-00878,SMB,Month-to-Month,Online,Germany,Premium,16,56.06,2,0.272,-48,0,3.3,49,0,672.72,6,High,448.48,P3
CUST-00879,SMB,12 Month,Direct Sales,Germany,Enterprise,71,34.66,0,0.267,-5,2,17.9,25,0,415.92,5,High,231.07,P3
CUST-00880,Consumer,24 Month,Direct Sales,UK,Enterprise,45,40.95,4,0.438,93,0,10.1,42,0,491.4,3,Medium,163.8,P3
CUST-00881,Consumer,Month-to-Month,Direct Sales,US,Standard,54,189.35,1,0.411,85,1,11.7,7,0,2272.2,3,Medium,757.4,P3
CUST-00882,Enterprise,12 Month,Online,UK,Standard,24,49.35,1,0.44,10,1,7.5,33,0,592.2,4,Medium,263.2,P3
CUST-00883,Mid-Market,12 Month,Online,US,Basic,71,70.2,0,0.406,99,0,10.9,42,0,842.4,2,Low,187.2,P4
CUST-00884,Mid-Market,Month-to-Month,Online,India,Premium,41,79.14,2,0.694,-77,0,7.7,53,0,949.68,4,Medium,422.08,P2
CUST-00885,SMB,24 Month,Retail,UK,Basic,24,72.34,0,0.853,72,1,12.3,7,0,868.08,2,Low,192.91,P4
CUST-00886,Consumer,12 Month,Online,India,Standard,41,73.51,3,0.648,-91,0,8.7,46,0,882.12,4,Medium,392.05,P3
CUST-00887,Consumer,Month-to-Month,Partner,UK,Standard,24,26.89,4,0.507,17,1,10.5,46,0,322.68,6,High,215.12,P3
CUST-00888,Consumer,12 Month,Online,Germany,Premium,67,65.5,1,0.722,-41,2,8.5,45,0,786.0,5,High,436.67,P3
CUST-00889,Enterprise,24 Month,Direct Sales,Germany,Standard,38,78.86,2,0.262,85,0,11.7,45,1,946.32,4,Medium,0.0,P2
CUST-00890,Mid-Market,Month-to-Month,Direct Sales,India,Standard,8,71.32,2,0.044,-98,2,1.6,51,1,855.84,8,Critical,0.0,P3
CUST-00891,Consumer,12 Month,Online,UAE,Standard,51,47.07,1,0.61,-9,1,6.8,45,0,564.84,5,High,313.8,P3
CUST-00892,Consumer,Month-to-Month,Direct Sales,UK,Premium,5,215.67,3,0.384,0,0,5.9,58,1,2588.04,4,Medium,0.0,P2
CUST-00893,SMB,12 Month,Partner,India,Premium,22,133.49,2,0.958,45,0,11.9,13,0,1601.88,0,Low,0.0,P4
CUST-00894,Mid-Market,12 Month,Partner,US,Basic,6,44.38,3,0.635,-59,0,2.4,33,0,532.56,4,Medium,236.69,P3
CUST-00895,SMB,Month-to-Month,Retail,Germany,Basic,25,67.3,1,0.135,-85,0,13.2,43,1,807.6,6,High,0.0,P3
CUST-00896,Consumer,24 Month,Retail,India,Standard,37,159.33,1,0.893,-46,0,10.8,13,0,1911.96,1,Low,212.44,P4
CUST-00897,Enterprise,Month-to-Month,Direct Sales,India,Basic,8,64.07,2,0.628,94,0,9.1,46,0,768.84,3,Medium,256.28,P3
CUST-00898,Consumer,Month-to-Month,Retail,India,Premium,61,38.03,2,0.908,92,0,7.6,8,0,456.36,1,Low,50.71,P4
CUST-00899,Enterprise,24 Month,Direct Sales,India,Premium,55,70.8,0,0.413,17,0,0.7,50,0,849.6,2,Low,188.8,P4
CUST-00900,Consumer,12 Month,Direct Sales,India,Premium,40,60.76,1,0.737,98,0,2.0,2,0,729.12,0,Low,0.0,P4
CUST-00901,Mid-Market,12 Month,Direct Sales,Germany,Basic,20,123.41,3,0.831,-44,0,15.0,60,0,1480.92,4,Medium,658.19,P2
CUST-00902,Consumer,Month-to-Month,Direct Sales,US,Standard,69,63.34,3,0.913,-96,1,1.9,44,0,760.08,7,Critical,591.17,P3
CUST-00903,Consumer,12 Month,Retail,UAE,Premium,62,53.54,0,0.893,33,0,5.1,12,0,642.48,0,Low,0.0,P4
CUST-00904,Mid-Market,Month-to-Month,Direct Sales,UK,Standard,45,36.45,0,0.55,56,1,12.8,33,0,437.4,5,High,243.0,P3
CUST-00905,Consumer,12 Month,Partner,India,Enterprise,72,44.05,3,0.211,68,0,13.4,52,0,528.6,5,High,293.67,P3
CUST-00906,Consumer,Month-to-Month,Online,UAE,Premium,61,56.47,1,0.375,36,1,7.9,28,0,677.64,3,Medium,225.88,P3
CUST-00907,Consumer,Month-to-Month,Direct Sales,UAE,Standard,17,49.15,0,0.412,-62,0,18.1,42,0,589.8,4,Medium,262.13,P3
CUST-00908,SMB,Month-to-Month,Online,US,Premium,58,60.67,0,0.362,-42,1,1.6,30,0,728.04,4,Medium,323.57,P3
CUST-00909,Mid-Market,24 Month,Online,UK,Standard,26,48.32,2,0.21,14,0,8.5,1,0,579.84,2,Low,128.85,P4
CUST-00910,Mid-Market,Month-to-Month,Online,UAE,Premium,5,81.64,2,0.742,0,0,8.0,10,0,979.68,1,Low,108.85,P4
CUST-00911,Mid-Market,12 Month,Direct Sales,UK,Standard,19,103.47,2,0.585,17,0,6.4,55,0,1241.64,2,Low,275.92,P4
CUST-00912,Mid-Market,12 Month,Retail,Germany,Premium,57,40.59,0,0.703,-48,1,1.2,42,0,487.08,5,High,270.6,P3
CUST-00913,Consumer,24 Month,Direct Sales,UK,Standard,40,71.23,0,0.805,89,1,12.3,16,0,854.76,2,Low,189.95,P4
CUST-00914,Consumer,Month-to-Month,Online,US,Standard,58,72.03,3,0.211,-97,0,19.1,44,1,864.36,7,Critical,0.0,P3
CUST-00915,SMB,24 Month,Retail,UK,Standard,15,88.42,1,0.604,-30,0,7.0,19,0,1061.04,1,Low,117.89,P4
CUST-00916,Mid-Market,12 Month,Direct Sales,UAE,Standard,42,35.83,4,0.455,-28,0,8.3,42,1,429.96,4,Medium,0.0,P3
CUST-00917,SMB,24 Month,Partner,India,Basic,59,161.85,4,0.432,27,1,14.1,55,0,1942.2,5,High,1079.0,P2
CUST-00918,SMB,Month-to-Month,Direct Sales,Germany,Standard,13,45.12,1,0.324,-70,0,8.1,19,1,541.44,4,Medium,0.0,P3
CUST-00919,SMB,Month-to-Month,Online,UAE,Premium,61,28.15,3,0.485,-19,0,4.8,41,1,337.8,5,High,0.0,P3
CUST-00920,SMB,Month-to-Month,Partner,UK,Standard,44,48.56,0,0.673,62,0,13.0,18,0,582.72,1,Low,64.75,P4
CUST-00921,Enterprise,12 Month,Direct Sales,UAE,Basic,7,74.14,0,0.595,55,1,8.2,1,0,889.68,2,Low,197.71,P4
CUST-00922,SMB,24 Month,Online,India,Premium,56,43.37,3,0.125,-72,0,6.0,1,0,520.44,4,Medium,231.31,P3
CUST-00923,Consumer,Month-to-Month,Online,Germany,Standard,6,47.45,1,0.664,-18,0,5.7,32,0,569.4,4,Medium,253.07,P3
CUST-00924,Consumer,12 Month,Partner,UK,Premium,14,84.98,1,0.394,80,0,4.5,32,0,1019.76,2,Low,226.61,P4
CUST-00925,Consumer,Month-to-Month,Direct Sales,UK,Standard,12,38.23,4,0.556,100,0,18.6,7,0,458.76,2,Low,101.95,P4
CUST-00926,Mid-Market,Month-to-Month,Online,UAE,Standard,65,127.56,3,0.634,-65,0,3.6,8,1,1530.72,3,Medium,0.0,P3
CUST-00927,SMB,Month-to-Month,Direct Sales,UAE,Enterprise,32,61.01,0,0.851,14,0,2.6,43,0,732.12,3,Medium,244.04,P3
CUST-00928,Mid-Market,24 Month,Partner,India,Standard,64,65.91,2,0.467,43,1,4.4,7,0,790.92,2,Low,175.76,P4
CUST-00929,Consumer,24 Month,Direct Sales,India,Premium,65,59.13,3,0.348,30,1,6.2,6,0,709.56,5,High,394.2,P3
CUST-00930,SMB,12 Month,Direct Sales,UK,Basic,14,36.1,3,0.407,-33,0,9.8,53,1,433.2,4,Medium,0.0,P3
CUST-00931,Consumer,Month-to-Month,Partner,UK,Standard,71,71.55,0,0.384,-19,0,0.8,15,0,858.6,2,Low,190.8,P4
CUST-00932,Consumer,Month-to-Month,Retail,UK,Standard,28,54.58,1,0.339,92,2,2.3,59,1,654.96,7,Critical,0.0,P3
CUST-00933,Consumer,24 Month,Partner,India,Premium,13,90.88,3,0.076,-82,1,13.6,28,0,1090.56,6,High,727.04,P2
CUST-00934,SMB,12 Month,Direct Sales,Germany,Enterprise,16,32.85,1,0.494,-1,0,3.8,25,0,394.2,1,Low,43.8,P4
CUST-00935,SMB,24 Month,Online,India,Premium,69,84.51,0,0.653,36,2,1.3,15,0,1014.12,2,Low,225.36,P4
CUST-00936,SMB,Month-to-Month,Online,UK,Standard,10,34.9,2,0.498,-4,0,1.7,45,1,418.8,4,Medium,0.0,P3
CUST-00937,Mid-Market,24 Month,Retail,UK,Standard,12,32.51,2,0.37,-9,0,8.3,56,1,390.12,3,Medium,0.0,P3
CUST-00938,Mid-Market,24 Month,Partner,India,Standard,47,45.08,1,0.316,-42,0,3.2,23,0,540.96,3,Medium,180.32,P3
CUST-00939,SMB,24 Month,Direct Sales,UAE,Premium,55,88.16,2,0.582,31,0,10.9,56,0,1057.92,2,Low,235.09,P4
CUST-00940,Consumer,12 Month,Online,UK,Basic,7,93.29,1,0.066,-43,2,3.5,13,1,1119.48,5,High,0.0,P2
CUST-00941,Enterprise,24 Month,Partner,India,Standard,72,34.19,0,0.264,3,0,1.4,20,0,410.28,2,Low,91.17,P4
CUST-00942,Mid-Market,Month-to-Month,Direct Sales,UK,Basic,7,25.42,4,0.594,-25,0,5.8,38,0,305.04,5,High,169.47,P3
CUST-00943,SMB,Month-to-Month,Retail,India,Standard,58,107.19,4,0.268,-58,1,16.9,46,0,1286.28,9,Critical,1286.28,P2
CUST-00944,Mid-Market,Month-to-Month,Direct Sales,UK,Standard,2,110.68,4,0.656,82,0,11.7,30,0,1328.16,2,Low,295.15,P4
CUST-00945,Consumer,24 Month,Partner,Germany,Basic,51,42.14,2,0.344,-75,0,1.3,42,1,505.68,5,High,0.0,P3
CUST-00946,Mid-Market,Month-to-Month,Retail,US,Premium,11,43.73,0,0.292,84,1,6.2,17,0,524.76,5,High,291.53,P3
CUST-00947,Consumer,24 Month,Partner,UK,Enterprise,63,59.67,1,0.27,-13,0,3.9,58,1,716.04,5,High,0.0,P3
CUST-00948,Mid-Market,24 Month,Direct Sales,US,Premium,9,25.95,3,0.547,-4,0,10.4,4,0,311.4,2,Low,69.2,P4
CUST-00949,Consumer,12 Month,Online,India,Premium,47,31.73,4,0.35,-19,0,2.0,12,0,380.76,2,Low,84.61,P4
CUST-00950,Consumer,12 Month,Online,India,Premium,53,38.09,4,0.443,97,1,9.5,8,0,457.08,3,Medium,152.36,P3
CUST-00951,Enterprise,24 Month,Online,India,Premium,57,24.87,2,0.399,68,1,9.4,20,1,298.44,2,Low,0.0,P4
CUST-00952,SMB,12 Month,Online,India,Basic,36,70.9,3,0.273,-87,0,18.0,5,0,850.8,4,Medium,378.13,P3
CUST-00953,Enterprise,12 Month,Partner,Germany,Premium,29,37.39,3,0.276,-77,0,1.7,54,1,448.68,6,High,0.0,P3
CUST-00954,SMB,12 Month,Online,India,Standard,59,24.41,1,0.568,-46,0,7.2,2,0,292.92,1,Low,32.55,P4
CUST-00955,Enterprise,Month-to-Month,Direct Sales,UK,Premium,60,37.31,0,0.311,24,0,10.5,22,0,447.72,3,Medium,149.24,P3
CUST-00956,Mid-Market,Month-to-Month,Online,UAE,Premium,44,64.74,0,0.374,51,0,3.7,52,0,776.88,3,Medium,258.96,P3
CUST-00957,Enterprise,12 Month,Retail,UK,Premium,62,28.47,1,0.6,25,0,3.3,33,0,341.64,2,Low,75.92,P4
CUST-00958,Mid-Market,12 Month,Online,UK,Standard,29,60.31,1,0.785,-50,0,8.2,0,0,723.72,1,Low,80.41,P4
CUST-00959,SMB,24 Month,Online,Germany,Premium,64,62.01,1,0.741,-18,0,10.1,1,0,744.12,1,Low,82.68,P4
CUST-00960,Mid-Market,24 Month,Online,Germany,Standard,9,27.89,2,0.868,-73,0,11.5,15,0,334.68,1,Low,37.19,P4
CUST-00961,SMB,12 Month,Direct Sales,Germany,Enterprise,19,79.59,1,0.512,0,1,5.4,14,1,955.08,2,Low,0.0,P4
CUST-00962,Mid-Market,12 Month,Partner,Germany,Premium,23,22.42,2,0.448,-93,1,18.7,17,0,269.04,3,Medium,89.68,P3
CUST-00963,Mid-Market,Month-to-Month,Direct Sales,India,Standard,37,89.59,3,0.275,1,1,3.7,20,0,1075.08,6,High,716.72,P2
CUST-00964,SMB,12 Month,Online,UAE,Basic,41,29.23,2,0.954,24,1,8.1,23,0,350.76,2,Low,77.95,P4
CUST-00965,SMB,12 Month,Retail,UAE,Standard,71,41.73,3,0.675,32,0,13.9,20,0,500.76,1,Low,55.64,P4
CUST-00966,SMB,24 Month,Partner,India,Basic,37,45.63,2,0.477,-30,1,12.1,17,0,547.56,3,Medium,182.52,P3
CUST-00967,Consumer,Month-to-Month,Online,Germany,Premium,67,45.91,5,0.402,50,0,13.8,38,0,550.92,4,Medium,244.85,P3
CUST-00968,Consumer,24 Month,Retail,UK,Standard,71,111.92,2,0.464,2,0,4.2,26,0,1343.04,0,Low,0.0,P4
CUST-00969,SMB,24 Month,Retail,UAE,Standard,63,84.27,1,0.525,-54,1,4.9,30,0,1011.24,3,Medium,337.08,P3
CUST-00970,Mid-Market,Month-to-Month,Partner,US,Standard,9,168.3,1,0.585,-64,1,10.6,54,1,2019.6,6,High,0.0,P1
CUST-00971,SMB,Month-to-Month,Partner,UK,Enterprise,52,70.46,1,0.973,-51,0,12.5,46,0,845.52,4,Medium,375.79,P3
CUST-00972,Mid-Market,24 Month,Online,US,Standard,4,68.9,1,0.405,-61,0,12.3,1,0,826.8,1,Low,91.87,P4
CUST-00973,Enterprise,12 Month,Partner,India,Enterprise,27,51.68,2,0.89,43,1,3.9,5,0,620.16,2,Low,137.81,P4
CUST-00974,Enterprise,Month-to-Month,Online,US,Standard,17,43.91,3,0.397,8,1,10.6,16,0,526.92,4,Medium,234.19,P3
CUST-00975,Enterprise,Month-to-Month,Online,India,Basic,6,30.28,1,0.523,73,0,11.0,57,0,363.36,3,Medium,121.12,P3
CUST-00976,Consumer,Month-to-Month,Direct Sales,UK,Standard,57,77.68,2,0.968,-75,0,3.3,6,0,932.16,2,Low,207.15,P4
CUST-00977,Consumer,Month-to-Month,Retail,India,Premium,36,86.07,6,0.647,91,0,12.7,45,0,1032.84,4,Medium,459.04,P2
CUST-00978,Consumer,12 Month,Online,US,Enterprise,58,40.71,1,0.751,-73,0,6.1,36,0,488.52,3,Medium,162.84,P3
CUST-00979,Consumer,Month-to-Month,Direct Sales,UK,Premium,53,49.57,2,0.792,84,2,1.7,54,1,594.84,5,High,0.0,P3
CUST-00980,Enterprise,Month-to-Month,Retail,India,Standard,46,74.9,1,0.753,-38,0,1.6,10,0,898.8,2,Low,199.73,P4
CUST-00981,Mid-Market,Month-to-Month,Online,India,Premium,52,88.08,3,0.701,-85,0,18.8,26,0,1056.96,3,Medium,352.32,P3
CUST-00982,Mid-Market,24 Month,Direct Sales,UAE,Enterprise,29,58.48,1,0.476,27,0,9.8,11,0,701.76,0,Low,0.0,P4
CUST-00983,SMB,Month-to-Month,Partner,India,Standard,72,88.48,2,0.654,-98,1,4.0,60,0,1061.76,6,High,707.84,P2
CUST-00984,SMB,Month-to-Month,Direct Sales,UK,Standard,46,100.1,1,0.238,87,0,7.5,16,0,1201.2,3,Medium,400.4,P3
CUST-00985,Consumer,Month-to-Month,Partner,India,Standard,31,71.97,1,0.967,-32,0,4.6,33,0,863.64,4,Medium,383.84,P3
CUST-00986,SMB,Month-to-Month,Online,India,Premium,37,50.02,0,0.214,-10,0,10.2,7,0,600.24,4,Medium,266.77,P3
CUST-00987,Mid-Market,Month-to-Month,Direct Sales,UK,Standard,23,43.24,0,0.798,34,0,7.5,3,0,518.88,1,Low,57.65,P4
CUST-00988,Mid-Market,12 Month,Online,India,Basic,26,45.99,0,0.579,-39,0,1.2,19,0,551.88,1,Low,61.32,P4
CUST-00989,Consumer,Month-to-Month,Direct Sales,US,Standard,33,50.34,2,0.542,-76,0,13.9,58,0,604.08,4,Medium,268.48,P3
CUST-00990,Enterprise,Month-to-Month,Direct Sales,India,Standard,39,76.37,2,0.121,58,0,2.1,52,1,916.44,5,High,0.0,P2
CUST-00991,Consumer,Month-to-Month,Online,Germany,Basic,18,40.11,1,0.522,58,0,13.9,37,0,481.32,3,Medium,160.44,P3
CUST-00992,Enterprise,24 Month,Online,UK,Basic,40,23.95,4,0.643,-76,0,4.9,16,0,287.4,2,Low,63.87,P4
CUST-00993,SMB,12 Month,Direct Sales,UK,Standard,38,30.11,3,0.397,64,2,12.8,39,0,361.32,5,High,200.73,P3
CUST-00994,Mid-Market,24 Month,Online,US,Basic,13,26.29,0,0.649,-97,1,3.5,32,1,315.48,5,High,0.0,P3
CUST-00995,SMB,12 Month,Retail,UAE,Basic,38,41.83,0,0.847,100,0,14.9,49,0,501.96,2,Low,111.55,P4
CUST-00996,Enterprise,Month-to-Month,Direct Sales,UK,Standard,40,91.0,0,0.796,84,1,4.0,27,0,1092.0,3,Medium,364.0,P3
CUST-00997,Consumer,24 Month,Partner,UAE,Standard,29,26.36,4,0.586,70,0,6.3,42,0,316.32,3,Medium,105.44,P3
CUST-00998,Enterprise,Month-to-Month,Direct Sales,UAE,Basic,6,43.01,0,0.923,75,0,7.0,16,0,516.12,1,Low,57.35,P4
CUST-00999,Consumer,12 Month,Online,UK,Standard,49,118.12,2,0.283,-3,1,6.2,56,0,1417.44,7,Critical,1102.45,P2
CUST-01000,Consumer,Month-to-Month,Online,India,Standard,29,25.99,1,0.75,63,0,2.6,43,0,311.88,3,Medium,103.96,P3
CUST-01001,Enterprise,Month-to-Month,Retail,UAE,Basic,55,80.62,1,0.618,46,1,3.6,55,1,967.44,5,High,0.0,P2
CUST-01002,Enterprise,Month-to-Month,Direct Sales,Germany,Basic,60,56.63,1,0.297,-56,0,15.0,3,0,679.56,4,Medium,302.03,P3
CUST-01003,Enterprise,Month-to-Month,Direct Sales,UAE,Enterprise,46,60.56,5,0.58,-90,1,3.4,2,0,726.72,5,High,403.73,P3
CUST-01004,SMB,Month-to-Month,Direct Sales,UK,Basic,7,31.17,6,0.542,67,0,9.7,48,0,374.04,4,Medium,166.24,P3
CUST-01005,Consumer,Month-to-Month,Online,UK,Premium,7,79.84,1,0.411,-40,0,9.4,12,0,958.08,2,Low,212.91,P4
CUST-01006,Mid-Market,Month-to-Month,Retail,Germany,Premium,46,102.78,2,0.717,-34,1,12.5,23,0,1233.36,4,Medium,548.16,P2
